"outbreak_ID","country","epi_unit","season","scan_cluster","unit_size","dead_new","zero"
4298,23,"Farm","Winter","1.High income",29000,0,1
5297,11,"Farm","Winter","0.High income",1874,40,0
5763,27,"Farm","Winter","0.High income",49176,1100,0
76,24,"Farm","Spring","0.Lower middle income",19000,240,0
420,11,"Backyard","Winter","0.High income",15,6,0
3661,33,"Farm","Autumn","0.High income",3817,2083,0
2065,26,"Farm","Spring","0.Lower middle income",10344,0,1
4974,11,"Farm","Spring","1.High income",34117,0,1
1488,11,"Farm","Winter","0.High income",19500,500,0
4847,26,"Farm","Summer","0.Lower middle income",1200,96,0
3951,23,"Farm","Winter","0.High income",3490,3490,0
2424,11,"Farm","Summer","1.High income",10000,0,1
3179,9,"Farm","Autumn","0.High income",3600,89,0
5484,7,"Farm","Winter","0.High income",82916,487,0
3532,11,"Farm","Winter","0.High income",3000,66,0
5389,11,"Farm","Spring","0.High income",14107,460,0
6154,7,"Backyard","Winter","0.High income",2187,700,0
6031,12,"Backyard","Spring","0.High income",96,93,0
5409,27,"Backyard","Summer","0.High income",21,7,0
3074,23,"Farm","Spring","1.High income",1000,20,0
4948,26,"Farm","Spring","0.Lower middle income",1010,0,1
1902,11,"Farm","Winter","0.High income",5360,0,1
3326,5,"Farm","Spring","0.High income",37870,175,0
3696,30,"Backyard","Spring","0.Upper middle income",10,10,0
1028,11,"Farm","Winter","0.High income",2840,20,0
6183,24,"Backyard","Winter","0.Lower middle income",788,98,0
4097,17,"Farm","Autumn","1.High income",79000,9,0
2676,11,"Backyard","Spring","1.High income",59,35,0
2310,11,"Farm","Spring","1.High income",30000,25,0
5345,13,"Farm","Spring","0.High income",2309,150,0
5246,11,"Farm","Spring","1.High income",25061,160,0
5303,11,"Farm","Winter","0.High income",23490,30,0
3922,33,"Farm","Autumn","1.High income",36457,27,0
2628,13,"Backyard","Spring","0.High income",9,5,0
1475,13,"Farm","Winter","0.High income",30000,1000,0
254,11,"Farm","Spring","0.High income",13858,1596,0
1268,27,"Farm","Winter","0.High income",19000,20,0
3993,12,"Farm","Autumn","0.High income",111164,408,0
2896,11,"Farm","Autumn","1.High income",2775,60,0
1085,27,"Farm","Winter","0.High income",3298,0,1
2866,11,"Farm","Winter","0.High income",120067,137,0
6159,20,"Backyard","Autumn","0.High income",1993,800,0
940,11,"Farm","Winter","0.High income",1200,0,1
5537,12,"Farm","Winter","1.High income",6500,104,0
316,17,"Farm","Autumn","1.High income",1707,0,1
3341,24,"Farm","Spring","1.Lower middle income",16000,0,1
821,11,"Farm","Spring","0.High income",5000,0,1
3529,11,"Farm","Winter","0.High income",1100,0,1
6068,33,"Farm","Winter","1.High income",31600,6,0
4553,18,"Backyard","Autumn","1.High income",100,15,0
5397,30,"Farm","Spring","0.Upper middle income",4765,1347,0
5481,18,"Farm","Winter","1.High income",17000,2013,0
4857,11,"Farm","Spring","0.High income",1800,150,0
697,15,"Farm","Winter","0.Lower middle income",803,40,0
5954,7,"Farm","Summer","0.High income",24000,1800,0
4630,11,"Farm","Winter","0.High income",700,400,0
4452,20,"Farm","Winter","1.High income",18539,100,0
5259,11,"Farm","Autumn","0.High income",5535,15,0
1726,12,"Farm","Winter","0.High income",4000,200,0
3094,12,"Farm","Spring","0.High income",7000,20,0
6232,12,"Backyard","Spring","0.High income",4344,2000,0
2874,30,"Farm","Spring","1.Upper middle income",26794,36,0
2524,11,"Farm","Winter","0.High income",1600,0,1
4574,11,"Backyard","Spring","0.High income",55,40,0
5521,11,"Farm","Spring","1.High income",18000,2000,0
727,11,"Farm","Spring","1.High income",5200,0,1
3460,17,"Farm","Autumn","1.High income",9300,0,1
196,24,"Farm","Winter","1.Lower middle income",18341,11556,0
3289,11,"Farm","Winter","0.High income",165,0,1
1410,11,"Farm","Spring","1.High income",24000,30,0
299,26,"Farm","Summer","0.Lower middle income",1077,293,0
5258,22,"Farm","Spring","0.Lower middle income",6311,22,0
3835,13,"Farm","Spring","0.High income",13947,13947,0
1299,27,"Farm","Winter","0.High income",7000,20,0
2459,11,"Farm","Spring","0.High income",34500,3,0
5514,14,"Farm","Winter","0.Lower middle income",30550,63,0
5680,18,"Farm","Winter","0.High income",45300,300,0
674,30,"Farm","Spring","0.Upper middle income",3200,50,0
5964,11,"Farm","Winter","0.High income",5030,2880,0
1712,11,"Farm","Spring","0.High income",6750,200,0
5925,12,"Farm","Spring","0.High income",39386,180,0
1843,11,"Farm","Spring","1.High income",12600,100,0
3227,35,"Farm","Spring","0.Lower middle income",6033,51,0
3378,11,"Farm","Spring","1.High income",7506,79,0
5086,11,"Backyard","Summer","1.High income",106,35,0
4398,21,"Farm","Autumn","1.Upper middle income",3257,1330,0
5346,26,"Farm","Summer","0.Lower middle income",13320,1165,0
3568,13,"Backyard","Winter","0.High income",271,25,0
5156,26,"Farm","Winter","0.Lower middle income",11227,73,0
4538,30,"Farm","Winter","1.Upper middle income",15362,200,0
1289,35,"Farm","Winter","0.Lower middle income",13870,200,0
784,11,"Farm","Winter","0.High income",840,25,0
932,5,"Farm","Spring","0.High income",7788,15,0
3299,14,"Farm","Autumn","0.Lower middle income",100,0,1
5490,24,"Farm","Winter","0.Lower middle income",21864,5,0
4841,11,"Farm","Winter","0.High income",491,200,0
3646,27,"Farm","Winter","0.High income",300,265,0
4305,11,"Farm","Spring","1.High income",16455,0,1
5605,27,"Farm","Spring","0.High income",48184,0,1
615,33,"Farm","Winter","0.High income",2400,35,0
3743,11,"Farm","Winter","0.High income",28000,500,0
2645,24,"Backyard","Winter","1.Lower middle income",11,1,0
691,13,"Farm","Spring","0.High income",996,45,0
3992,20,"Farm","Spring","1.High income",10207,10207,0
2019,14,"Farm","Autumn","1.Lower middle income",8160,0,1
1387,24,"Farm","Summer","0.Lower middle income",13500,5,0
5697,12,"Farm","Spring","0.High income",5500,5500,0
4996,24,"Farm","Summer","0.Lower middle income",37349,2000,0
1548,11,"Farm","Winter","1.High income",4300,20,0
5179,33,"Farm","Winter","0.High income",260,201,0
1892,11,"Farm","Winter","0.High income",4343,0,1
1521,11,"Farm","Winter","0.High income",2150,100,0
3527,24,"Farm","Winter","0.Lower middle income",1854,0,1
5117,11,"Farm","Winter","0.High income",22629,600,0
5482,34,"Farm","Spring","0.High income",2300,1759,0
1687,11,"Farm","Winter","0.High income",21100,2000,0
2781,11,"Farm","Winter","0.High income",52395,474,0
4356,21,"Farm","Autumn","1.Upper middle income",10000,350,0
492,27,"Backyard","Spring","1.High income",91,5,0
3472,12,"Farm","Winter","0.High income",7113,466,0
1975,11,"Farm","Spring","0.High income",3800,500,0
4124,30,"Farm","Spring","0.Upper middle income",172800,70,0
4359,7,"Farm","Spring","0.High income",154391,5300,0
4618,14,"Farm","Autumn","1.Lower middle income",800,300,0
5596,11,"Farm","Winter","1.High income",34206,6,0
5227,24,"Farm","Spring","0.Lower middle income",5100,150,0
994,11,"Farm","Spring","1.High income",2000,20,0
1154,12,"Farm","Spring","0.High income",4131,0,1
1197,13,"Farm","Spring","0.High income",16800,0,1
2515,31,"Farm","Spring","1.High income",6000,0,1
5407,13,"Backyard","Spring","0.High income",31,22,0
4577,5,"Backyard","Autumn","1.High income",120,14,0
5310,5,"Farm","Winter","0.High income",3396,200,0
3389,27,"Farm","Winter","0.High income",9700,0,1
4753,11,"Farm","Winter","0.High income",17000,3200,0
2537,11,"Farm","Winter","1.High income",1440,0,1
2696,27,"Farm","Winter","0.High income",661,48,0
3632,11,"Farm","Winter","0.High income",18693,3873,0
5434,30,"Backyard","Spring","0.Upper middle income",91,91,0
4214,20,"Farm","Autumn","0.High income",156000,300,0
313,35,"Farm","Summer","1.Lower middle income",15961,1330,0
565,35,"Farm","Autumn","0.Lower middle income",8390,16,0
4552,11,"Backyard","Autumn","1.High income",400,80,0
3112,11,"Farm","Winter","0.High income",9804,39,0
2779,30,"Farm","Spring","1.Upper middle income",75799,535,0
5002,11,"Farm","Spring","0.High income",8970,1410,0
3670,19,"Farm","Autumn","0.Upper middle income",9557,2185,0
1231,24,"Farm","Winter","1.Lower middle income",400,0,1
4645,14,"Farm","Summer","0.Lower middle income",2000,687,0
4744,17,"Farm","Autumn","1.High income",2700,540,0
1218,30,"Farm","Winter","0.Upper middle income",1400,0,1
1471,11,"Farm","Winter","0.High income",9000,400,0
429,24,"Backyard","Summer","0.Lower middle income",17,3,0
1683,11,"Farm","Spring","0.High income",8760,100,0
3493,18,"Farm","Winter","0.High income",6400,0,1
4080,13,"Farm","Winter","1.High income",28000,5,0
2071,11,"Farm","Spring","0.High income",15000,0,1
2764,17,"Farm","Autumn","1.High income",6800,6,0
608,18,"Farm","Winter","1.High income",12318,639,0
4512,13,"Farm","Spring","0.High income",66401,20,0
4114,24,"Farm","Winter","0.Lower middle income",5800,1,0
842,17,"Farm","Winter","0.High income",39000,580,0
2864,13,"Farm","Spring","0.High income",5500,310,0
5648,35,"Farm","Spring","0.Lower middle income",48281,66,0
712,21,"Farm","Winter","0.Upper middle income",3060,160,0
1857,23,"Farm","Summer","0.High income",14500,30,0
4531,27,"Farm","Winter","0.High income",51074,40,0
1653,18,"Farm","Winter","1.High income",4500,20,0
1949,11,"Farm","Spring","1.High income",650,0,1
3084,11,"Farm","Winter","0.High income",30277,424,0
190,11,"Farm","Winter","0.High income",11201,11151,0
2488,30,"Farm","Winter","0.Upper middle income",8000,2,0
763,11,"Farm","Spring","0.High income",9000,330,0
2926,33,"Farm","Autumn","0.High income",15000,100,0
2253,13,"Farm","Spring","0.High income",6400,122,0
4224,11,"Farm","Winter","0.High income",26500,30,0
4329,11,"Backyard","Spring","0.High income",22,0,1
816,11,"Farm","Winter","0.High income",20000,0,1
3675,11,"Farm","Winter","1.High income",10440,1580,0
1228,11,"Farm","Spring","1.High income",8600,100,0
1151,35,"Farm","Winter","0.Lower middle income",3900,0,1
259,11,"Farm","Winter","0.High income",10780,3550,0
4603,1,"Farm","Summer","0.Upper middle income",2446,126,0
5461,11,"Backyard","Winter","0.High income",1700,55,0
4589,27,"Backyard","Winter","0.High income",26,3,0
2927,27,"Farm","Winter","0.High income",28000,80,0
6089,27,"Backyard","Spring","0.High income",1500,500,0
3864,24,"Farm","Winter","0.Lower middle income",61363,4944,0
1879,18,"Farm","Spring","1.High income",17200,500,0
4525,33,"Farm","Winter","0.High income",27684,20,0
3878,15,"Farm","Winter","1.Lower middle income",15842,15842,0
2711,5,"Farm","Spring","0.High income",13230,11,0
5877,18,"Farm","Spring","1.High income",5928,348,0
4768,24,"Farm","Summer","0.Lower middle income",3300,383,0
2673,12,"Backyard","Winter","0.High income",58,40,0
5519,22,"Farm","Spring","0.Lower middle income",53000,587,0
710,13,"Farm","Spring","0.High income",4000,1,0
1413,29,"Farm","Autumn","0.Upper middle income",4400,20,0
184,11,"Farm","Spring","1.High income",745,278,0
5318,27,"Farm","Winter","0.High income",34527,165,0
396,21,"Farm","Spring","1.Upper middle income",40434,3075,0
5595,35,"Farm","Summer","0.Lower middle income",25000,110,0
4938,12,"Farm","Spring","1.High income",963,0,1
3621,7,"Backyard","Spring","0.High income",134,4,0
4881,11,"Backyard","Spring","0.High income",145,145,0
2198,13,"Farm","Autumn","0.High income",35000,0,1
1839,11,"Farm","Summer","1.High income",8090,100,0
4515,14,"Farm","Autumn","0.Lower middle income",1180,5,0
4616,17,"Farm","Autumn","0.High income",1500,802,0
3327,3,"Farm","Winter","0.Lower middle income",235,15,0
106,29,"Backyard","Autumn","0.Upper middle income",80,50,0
72,17,"Farm","Winter","1.High income",15960,280,0
2651,26,"Backyard","Spring","0.Lower middle income",21,14,0
3163,12,"Farm","Spring","0.High income",5000,200,0
3217,27,"Farm","Winter","0.High income",160,21,0
2564,35,"Farm","Winter","0.Lower middle income",2000,0,1
1215,11,"Farm","Winter","1.High income",6000,0,1
3303,13,"Farm","Spring","0.High income",10674,180,0
5463,26,"Backyard","Summer","0.Lower middle income",63,54,0
5225,11,"Farm","Winter","0.High income",7922,6885,0
199,7,"Farm","Spring","0.High income",59182,6136,0
5957,23,"Farm","Autumn","0.High income",26000,642,0
3371,13,"Farm","Autumn","1.High income",140000,2831,0
2573,34,"Farm","Spring","0.High income",17000,0,1
5664,11,"Farm","Spring","0.High income",33713,547,0
364,33,"Farm","Winter","0.High income",839,0,1
2257,27,"Farm","Autumn","0.High income",5080,630,0
4267,7,"Farm","Winter","0.High income",146000,30,0
3596,11,"Backyard","Spring","1.High income",3062,18,0
1336,11,"Farm","Spring","0.High income",21000,100,0
1665,21,"Farm","Autumn","1.Upper middle income",28800,3000,0
1495,17,"Farm","Autumn","0.High income",10000,0,1
3801,11,"Farm","Winter","0.High income",30244,102,0
2500,11,"Farm","Autumn","0.High income",11000,19,0
633,11,"Farm","Spring","1.High income",2500,1,0
2534,11,"Farm","Spring","1.High income",6000,0,1
65,11,"Farm","Spring","1.High income",34589,850,0
4665,12,"Farm","Autumn","0.High income",33000,3000,0
3395,11,"Farm","Winter","0.High income",11681,0,1
1227,17,"Farm","Winter","1.High income",20500,300,0
5689,21,"Farm","Autumn","1.Upper middle income",600,300,0
5096,12,"Backyard","Winter","1.High income",25,8,0
4736,26,"Farm","Summer","0.Lower middle income",5809,1520,0
3581,27,"Backyard","Winter","0.High income",544,8,0
1859,11,"Farm","Winter","0.High income",10100,500,0
1326,11,"Farm","Winter","1.High income",5400,10,0
592,21,"Farm","Autumn","1.Upper middle income",900,50,0
4868,26,"Farm","Winter","0.Lower middle income",4000,500,0
454,27,"Farm","Spring","1.High income",3360,0,1
3691,23,"Backyard","Winter","0.High income",125,15,0
5072,27,"Backyard","Winter","0.High income",79,58,0
2837,12,"Farm","Spring","1.High income",8513,40,0
602,13,"Farm","Spring","0.High income",6300,10,0
5608,26,"Farm","Autumn","0.Lower middle income",37813,48,0
5645,13,"Farm","Spring","0.High income",110000,965,0
453,11,"Farm","Spring","1.High income",1832,0,1
4340,34,"Backyard","Summer","1.High income",100,0,1
3101,33,"Farm","Winter","0.High income",4900,0,1
1813,12,"Farm","Winter","0.High income",8800,1000,0
1041,9,"Farm","Spring","0.High income",5965,50,0
4462,11,"Farm","Winter","0.High income",58789,0,1
2150,4,"Farm","Spring","0.Upper middle income",2100,0,1
156,11,"Farm","Spring","1.High income",13610,221,0
1505,23,"Farm","Winter","0.High income",5400,10,0
4522,13,"Farm","Spring","0.High income",100825,35,0
3104,3,"Farm","Spring","0.Lower middle income",3900,0,1
1487,11,"Farm","Winter","0.High income",9600,400,0
3017,11,"Farm","Winter","0.High income",11250,75,0
5919,17,"Farm","Autumn","0.High income",120,10,0
733,20,"Farm","Winter","0.High income",3900,27,0
2405,5,"Farm","Winter","1.High income",4474,10,0
5264,5,"Farm","Spring","1.High income",27207,0,1
693,13,"Farm","Spring","0.High income",1000,23,0
5820,12,"Farm","Spring","0.High income",100000,2549,0
583,11,"Farm","Spring","1.High income",12500,400,0
3592,11,"Backyard","Spring","1.High income",73,40,0
5300,13,"Farm","Spring","0.High income",37463,195,0
4457,16,"Farm","Winter","0.High income",10455,55,0
1311,11,"Farm","Spring","1.High income",13600,200,0
1679,12,"Farm","Spring","0.High income",4300,200,0
1090,27,"Farm","Summer","0.High income",2680,0,1
4199,12,"Farm","Spring","0.High income",9800,0,1
533,13,"Farm","Spring","0.High income",1010,0,1
2431,26,"Farm","Summer","0.Lower middle income",17500,10,0
1701,11,"Farm","Spring","1.High income",11373,1000,0
207,14,"Farm","Autumn","0.Lower middle income",3570,0,1
3676,11,"Farm","Winter","0.High income",16210,6795,0
1156,33,"Farm","Winter","1.High income",3000,0,1
5198,20,"Farm","Winter","1.High income",9668,409,0
2447,11,"Farm","Summer","0.High income",6000,30,0
4945,30,"Farm","Autumn","0.Upper middle income",1652,1600,0
2820,11,"Farm","Winter","0.High income",2307,220,0
2816,25,"Farm","Winter","0.Upper middle income",7858,835,0
1364,26,"Farm","Summer","0.Lower middle income",1400,20,0
379,14,"Farm","Winter","0.Lower middle income",1951,863,0
2855,11,"Farm","Autumn","0.High income",5950,79,0
2210,20,"Farm","Winter","0.High income",10600,100,0
1970,13,"Farm","Winter","0.High income",4100,0,1
588,11,"Farm","Spring","1.High income",10000,900,0
656,11,"Farm","Spring","1.High income",6540,100,0
5592,11,"Farm","Winter","0.High income",43400,86,0
3469,13,"Farm","Spring","0.High income",6143,0,1
2189,11,"Farm","Spring","0.High income",1890,18,0
3015,29,"Farm","Autumn","1.Upper middle income",3830,31,0
3468,26,"Farm","Summer","0.Lower middle income",10587,0,1
2701,18,"Farm","Spring","1.High income",10300,30,0
1341,11,"Farm","Summer","1.High income",5200,20,0
5612,14,"Farm","Autumn","0.Lower middle income",134371,162,0
5014,35,"Farm","Spring","1.Lower middle income",116280,300,0
4965,7,"Farm","Winter","0.High income",7910,97,0
1807,11,"Farm","Spring","1.High income",20250,2000,0
1035,13,"Farm","Spring","0.High income",4820,0,1
4063,20,"Farm","Autumn","0.High income",125000,0,1
1707,11,"Farm","Spring","1.High income",7750,200,0
2450,11,"Farm","Winter","0.High income",8800,0,1
4332,26,"Backyard","Summer","0.Lower middle income",50,0,1
3192,11,"Farm","Spring","1.High income",47596,150,0
4990,11,"Farm","Spring","0.High income",337,278,0
4894,11,"Backyard","Winter","0.High income",50,11,0
2556,11,"Farm","Spring","1.High income",9000,0,1
1670,12,"Farm","Winter","0.High income",5000,200,0
4803,13,"Farm","Winter","0.High income",2000,352,0
5959,12,"Farm","Spring","0.High income",106,4,0
3308,11,"Farm","Winter","0.High income",3510,24,0
6012,5,"Backyard","Autumn","1.High income",11,6,0
825,17,"Farm","Winter","0.High income",2030,0,1
3939,11,"Farm","Winter","0.High income",93555,20,0
1146,11,"Farm","Winter","1.High income",1190,10,0
2200,27,"Farm","Spring","0.High income",31110,0,1
42,27,"Farm","Winter","0.High income",6700,1700,0
4175,35,"Farm","Spring","0.Lower middle income",55100,33,0
2068,33,"Farm","Summer","1.High income",8000,0,1
1379,24,"Farm","Spring","0.Lower middle income",1152,0,1
764,20,"Farm","Winter","0.High income",7200,30,0
1987,13,"Farm","Spring","0.High income",7400,10,0
1098,12,"Farm","Spring","0.High income",956,0,1
5436,12,"Backyard","Winter","1.High income",350,14,0
1255,17,"Farm","Spring","1.High income",29000,200,0
909,12,"Farm","Winter","0.High income",3000,80,0
2796,5,"Farm","Winter","0.High income",7347,64,0
4396,17,"Farm","Winter","0.High income",2040,190,0
4143,11,"Farm","Winter","0.High income",58600,6,0
6112,11,"Backyard","Spring","0.High income",2501,189,0
3220,12,"Farm","Winter","1.High income",19978,0,1
3221,13,"Farm","Spring","0.High income",11450,40,0
3075,11,"Farm","Spring","1.High income",7000,140,0
5058,26,"Farm","Spring","0.Lower middle income",2251,0,1
4969,11,"Farm","Winter","0.High income",403,62,0
233,11,"Farm","Spring","0.High income",1224,329,0
123,11,"Backyard","Winter","0.High income",95,51,0
2154,11,"Farm","Winter","0.High income",14000,1,0
4940,11,"Farm","Spring","0.High income",165,103,0
2176,12,"Farm","Autumn","0.High income",2550,0,1
1759,27,"Farm","Winter","1.High income",9500,200,0
6226,11,"Backyard","Winter","0.High income",500,150,0
3552,11,"Farm","Winter","0.High income",7890,0,1
1018,26,"Farm","Summer","0.Lower middle income",7200,0,1
3297,11,"Farm","Winter","0.High income",280,192,0
5214,35,"Farm","Spring","0.Lower middle income",5009,509,0
3437,7,"Farm","Winter","0.High income",6820,55,0
851,13,"Farm","Winter","0.High income",2510,0,1
735,11,"Farm","Spring","1.High income",4200,70,0
1607,4,"Farm","Winter","0.Upper middle income",11000,1000,0
5906,27,"Farm","Winter","0.High income",50972,5168,0
2076,34,"Farm","Autumn","1.High income",8200,0,1
1500,20,"Farm","Spring","0.High income",10000,0,1
620,2,"Farm","Autumn","0.High income",400,5,0
4896,26,"Backyard","Winter","0.Lower middle income",134,70,0
3097,13,"Farm","Spring","0.High income",11700,254,0
5702,11,"Farm","Winter","0.High income",10000,8000,0
2047,13,"Farm","Spring","0.High income",27845,0,1
1529,8,"Farm","Winter","0.High income",6250,400,0
5607,18,"Farm","Winter","1.High income",62000,38,0
3241,7,"Farm","Winter","0.High income",7500,0,1
5135,31,"Farm","Spring","1.High income",15220,240,0
4040,5,"Farm","Spring","1.High income",84864,5,0
4988,27,"Farm","Summer","0.High income",37485,0,1
457,13,"Farm","Spring","0.High income",1250,0,1
3496,19,"Farm","Autumn","0.Upper middle income",10990,0,1
3415,14,"Farm","Autumn","0.Lower middle income",36553,1217,0
7,24,"Farm","Spring","0.Lower middle income",60000,1000,0
667,22,"Farm","Spring","0.Lower middle income",1200,100,0
869,11,"Farm","Autumn","0.High income",7750,0,1
2575,11,"Farm","Winter","0.High income",202,0,1
5503,13,"Farm","Spring","0.High income",40000,372,0
1999,33,"Farm","Winter","0.High income",320,0,1
1586,13,"Farm","Spring","0.High income",9690,400,0
5974,11,"Farm","Winter","1.High income",26000,259,0
3884,31,"Farm","Winter","0.High income",7280,6,0
1549,27,"Farm","Winter","1.High income",4000,100,0
689,17,"Farm","Winter","0.High income",6300,80,0
1294,26,"Farm","Summer","0.Lower middle income",15000,750,0
1150,13,"Farm","Spring","0.High income",2000,1,0
449,11,"Farm","Winter","0.High income",7537,6,0
5460,11,"Backyard","Winter","0.High income",76,7,0
6148,11,"Backyard","Spring","1.High income",500,100,0
2579,11,"Farm","Winter","0.High income",22680,0,1
1703,33,"Farm","Winter","0.High income",16200,200,0
4424,14,"Farm","Summer","0.Lower middle income",2176,105,0
5774,29,"Farm","Autumn","1.Upper middle income",22992,308,0
1845,13,"Farm","Spring","0.High income",9750,0,1
1916,27,"Farm","Summer","0.High income",8037,2,0
232,11,"Farm","Spring","1.High income",7612,567,0
1574,14,"Farm","Winter","0.Lower middle income",2650,0,1
3719,34,"Farm","Spring","0.High income",15735,400,0
2782,29,"Farm","Autumn","0.Upper middle income",93,14,0
4167,11,"Farm","Winter","0.High income",445,15,0
5529,14,"Farm","Autumn","0.Lower middle income",32963,42,0
2804,11,"Farm","Winter","0.High income",152185,31,0
4055,11,"Farm","Spring","1.High income",94000,37,0
4771,33,"Farm","Winter","1.High income",1250,110,0
5406,27,"Backyard","Winter","0.High income",190,100,0
2847,18,"Farm","Winter","0.High income",92195,30,0
253,11,"Farm","Spring","1.High income",11915,2900,0
5804,11,"Farm","Winter","0.High income",3800,285,0
4193,7,"Backyard","Winter","0.High income",1052,376,0
5011,13,"Farm","Spring","0.High income",183,20,0
5903,11,"Farm","Spring","1.High income",17100,100,0
219,11,"Farm","Autumn","0.High income",122455,3363,0
4546,11,"Farm","Spring","0.High income",91863,70,0
4437,24,"Farm","Winter","0.Lower middle income",4306,676,0
4178,11,"Farm","Spring","1.High income",7014,100,0
5317,17,"Farm","Autumn","1.High income",23645,37,0
2888,7,"Farm","Winter","0.High income",271,3,0
1452,11,"Farm","Spring","0.High income",5195,200,0
5685,24,"Farm","Autumn","1.Lower middle income",41000,17000,0
2422,11,"Farm","Winter","1.High income",4900,4,0
3658,11,"Farm","Spring","0.High income",3859,787,0
5828,12,"Farm","Spring","0.High income",39600,270,0
2233,18,"Farm","Winter","1.High income",17240,32,0
438,11,"Backyard","Winter","0.High income",14,14,0
1124,20,"Farm","Winter","1.High income",2500,30,0
5752,13,"Backyard","Spring","0.High income",5,3,0
5286,26,"Farm","Summer","0.Lower middle income",15372,10,0
1298,11,"Farm","Autumn","0.High income",4000,20,0
5812,24,"Farm","Spring","0.Lower middle income",18120,766,0
5220,24,"Farm","Spring","0.Lower middle income",17664,738,0
4181,35,"Farm","Winter","0.Lower middle income",84800,13,0
4330,11,"Backyard","Spring","1.High income",5,0,1
4643,13,"Farm","Spring","0.High income",3000,200,0
3000,24,"Farm","Spring","0.Lower middle income",8160,5,0
1204,17,"Farm","Winter","0.High income",8000,40,0
5202,13,"Farm","Winter","0.High income",19306,53,0
4005,18,"Farm","Winter","0.High income",54991,691,0
4900,18,"Backyard","Winter","0.High income",24,0,1
4676,11,"Farm","Winter","0.High income",5000,2300,0
4140,11,"Farm","Winter","0.High income",114500,15,0
2229,17,"Farm","Autumn","0.High income",9240,14,0
4863,11,"Farm","Winter","1.High income",135984,11582,0
3152,11,"Farm","Winter","0.High income",100,5,0
2640,7,"Backyard","Winter","0.High income",14,5,0
1424,33,"Farm","Winter","0.High income",9000,200,0
2364,13,"Farm","Winter","0.High income",4100,0,1
173,24,"Farm","Spring","0.Lower middle income",51827,9428,0
2954,13,"Farm","Winter","0.High income",4125,0,1
1291,13,"Farm","Winter","1.High income",6800,50,0
1511,13,"Farm","Spring","0.High income",5235,50,0
4955,11,"Farm","Spring","1.High income",10501,0,1
4251,14,"Farm","Autumn","0.Lower middle income",9000,0,1
5638,27,"Farm","Winter","0.High income",31000,120,0
1281,11,"Farm","Spring","1.High income",165000,2000,0
3068,33,"Farm","Autumn","1.High income",8000,4,0
5735,24,"Backyard","Spring","0.Lower middle income",44,20,0
1137,27,"Farm","Spring","1.High income",5300,1,0
1429,28,"Farm","Spring","0.Upper middle income",17000,200,0
109,23,"Backyard","Summer","0.High income",75,16,0
2787,27,"Farm","Autumn","0.High income",180,45,0
5412,14,"Backyard","Winter","0.Lower middle income",100,49,0
85,12,"Backyard","Winter","0.High income",65,29,0
5990,17,"Farm","Winter","0.High income",186,19,0
1972,11,"Farm","Winter","0.High income",20000,0,1
5872,13,"Farm","Spring","0.High income",46800,27,0
3713,13,"Farm","Spring","0.High income",27000,300,0
4478,11,"Farm","Spring","1.High income",76846,20,0
2117,5,"Farm","Spring","0.High income",4600,0,1
4238,7,"Farm","Spring","0.High income",95000,30,0
2276,11,"Farm","Spring","0.High income",15000,0,1
5285,24,"Farm","Summer","0.Lower middle income",7574,107,0
4170,24,"Farm","Spring","0.Lower middle income",103900,15,0
1221,11,"Farm","Spring","0.High income",6120,0,1
2100,13,"Farm","Winter","0.High income",6700,0,1
1517,20,"Farm","Winter","0.High income",3600,300,0
6184,33,"Backyard","Winter","0.High income",605,44,0
1045,11,"Farm","Winter","0.High income",500,0,1
2622,11,"Backyard","Spring","1.High income",9,6,0
3156,29,"Farm","Autumn","0.Upper middle income",2760,200,0
2128,11,"Farm","Spring","1.High income",5400,0,1
6100,32,"Backyard","Spring","0.High income",412,20,0
4504,13,"Farm","Winter","0.High income",104089,50,0
5556,14,"Farm","Autumn","1.Lower middle income",4000,1601,0
435,13,"Backyard","Winter","0.High income",40,11,0
4909,34,"Backyard","Autumn","0.High income",2200,0,1
3711,11,"Backyard","Winter","0.High income",106,38,0
563,13,"Farm","Spring","0.High income",5900,30,0
3292,13,"Farm","Spring","0.High income",90,40,0
939,11,"Farm","Winter","0.High income",3750,0,1
2214,18,"Farm","Winter","0.High income",16600,97,0
3636,11,"Farm","Spring","0.High income",775,22,0
1441,11,"Farm","Spring","1.High income",4400,200,0
6223,26,"Backyard","Winter","0.Lower middle income",800,200,0
3009,13,"Farm","Spring","0.High income",4722,214,0
1199,11,"Farm","Spring","1.High income",12000,240,0
907,11,"Farm","Spring","0.High income",3672,22,0
3107,11,"Farm","Winter","0.High income",23532,0,1
3602,35,"Backyard","Spring","0.Lower middle income",693,25,0
164,11,"Farm","Spring","1.High income",17000,5950,0
4993,34,"Farm","Winter","0.High income",18928,0,1
5241,11,"Farm","Winter","0.High income",7000,1510,0
6011,8,"Backyard","Spring","0.High income",140,111,0
3029,11,"Farm","Spring","0.High income",4403,1,0
1918,35,"Farm","Spring","0.Lower middle income",24000,46,0
3901,24,"Farm","Autumn","1.Lower middle income",10301,10301,0
1862,27,"Farm","Summer","0.High income",18900,0,1
4116,18,"Farm","Winter","1.High income",32000,250,0
4851,13,"Farm","Winter","0.High income",1000,200,0
4297,16,"Farm","Winter","0.High income",54000,15,0
4088,23,"Farm","Winter","0.High income",154000,22,0
1078,24,"Farm","Summer","0.Lower middle income",6000,0,1
